N,P,K,temperature,humidity,ph,rainfall,label
17.4,20.4,6.7,21.32,88.04,7.31,114.0,orange
39.2,61.0,79.6,20.17,19.04,7.97,72.49,chickpea
31.5,62.0,14.1,28.51,52.4,5.55,114.35,pigeonpeas
15.2,15.4,51.8,15.67,85.94,6.04,121.49,pomegranate
28.7,72.7,27.5,27.78,48.88,6.13,178.97,pigeonpeas
123.9,41.6,22.5,27.3,82.33,7.21,85.86,cotton
20.9,26.1,27.5,34.72,52.18,5.97,72.81,mango
127.5,80.5,53.0,27.01,77.98,5.54,88.48,banana
98.9,17.7,44.4,23.08,86.62,5.78,55.89,watermelon
23.8,56.7,9.0,29.79,58.23,6.85,41.37,mothbeans
87.1,31.5,37.0,24.83,85.85,5.6,239.78,rice
19.5,138.5,206.3,19.87,78.7,6.43,56.87,grapes
25.0,141.1,183.9,19.52,93.32,6.09,114.71,apple
38.8,62.3,77.6,18.95,18.95,7.07,65.49,chickpea
128.7,40.9,24.3,20.28,87.3,6.98,65.8,cotton
17.0,128.5,220.4,31.03,77.53,6.72,69.47,grapes
14.4,20.0,40.7,15.79,90.51,6.72,93.65,pomegranate
87.9,51.9,38.0,21.6,47.19,6.3,90.35,wheat
77.4,36.8,26.7,32.35,54.87,7.12,148.06,coffee
27.2,52.7,22.4,26.05,87.73,6.94,49.06,mungbean
14.2,139.7,203.3,28.05,88.46,5.72,70.21,grapes
113.1,36.4,38.9,25.93,56.14,6.67,211.26,coffee
32.8,134.0,191.5,22.06,89.98,5.36,113.4,apple
17.0,12.7,34.6,21.61,97.83,5.95,175.73,coconut
46.2,69.3,21.8,36.58,76.29,7.24,72.07,blackgram
10.7,74.0,16.8,30.65,73.03,7.44,51.91,lentil
5.1,78.0,4.2,24.07,16.71,5.16,102.82,kidneybeans
15.3,139.0,203.0,24.82,92.7,5.74,127.04,apple
44.8,74.7,19.9,31.63,68.33,7.31,82.14,blackgram
21.1,51.1,20.7,25.39,55.69,6.7,46.05,mothbeans
87.0,22.3,52.2,22.8,84.17,6.41,68.88,watermelon
102.9,20.3,31.0,24.81,54.09,6.6,147.3,coffee
37.5,76.3,13.7,15.39,21.56,6.33,118.14,kidneybeans
31.3,74.3,26.3,34.08,67.17,7.08,78.78,blackgram
30.3,75.9,74.5,15.4,12.4,7.35,98.98,chickpea
19.1,31.6,26.2,32.3,51.66,5.83,118.47,mango
55.6,72.1,86.9,17.41,22.83,7.36,101.79,chickpea
67.0,55.2,32.2,20.51,75.39,6.38,80.27,maize
98.1,46.2,39.2,25.35,83.48,6.74,237.17,rice
12.7,14.5,9.9,23.32,87.13,6.6,105.23,orange
63.2,43.3,16.2,25.16,73.95,5.41,79.18,maize
46.3,60.1,37.4,38.94,92.5,7.15,156.02,papaya
76.2,54.9,33.1,28.12,66.94,7.7,142.08,jute
26.4,46.4,17.0,24.54,47.31,6.38,40.35,mothbeans
16.2,17.9,28.0,24.37,92.71,5.78,146.62,coconut
18.6,120.2,177.9,19.16,93.97,6.16,114.61,apple
25.7,18.2,36.2,25.44,95.39,6.27,100.21,pomegranate
24.7,59.8,26.1,30.13,51.92,6.0,113.01,pigeonpeas
20.8,16.8,8.4,18.42,93.57,6.72,107.23,orange
100.3,52.0,40.0,16.62,65.25,5.87,101.83,wheat
22.3,63.7,13.3,23.57,52.77,6.87,38.33,lentil
116.1,50.9,17.2,24.27,94.08,7.62,67.66,cotton
71.7,44.6,39.7,28.45,89.62,7.05,180.27,jute
26.8,140.1,187.5,28.43,86.66,6.1,102.75,apple
71.2,49.5,35.4,21.9,75.75,6.7,130.8,jute
20.5,15.8,40.3,28.98,94.34,6.34,118.68,pomegranate
17.2,80.0,16.8,26.24,68.01,6.79,22.86,lentil
109.2,58.8,18.9,29.42,71.76,6.61,61.58,cotton
76.0,45.8,40.9,24.7,88.98,6.73,238.32,rice
34.2,65.7,20.3,24.81,68.68,5.4,137.21,pigeonpeas
72.3,82.5,48.5,22.67,86.65,6.05,64.45,banana
13.6,145.3,195.2,21.13,94.65,5.99,124.32,apple
16.1,82.1,20.2,22.52,61.74,7.02,30.08,lentil
116.7,19.5,55.1,22.96,92.67,6.67,64.69,watermelon
18.4,54.9,20.5,24.83,51.55,6.12,44.32,mothbeans
32.5,60.7,16.0,26.71,37.52,6.57,134.51,pigeonpeas
107.4,12.0,48.2,28.26,91.6,6.6,19.27,muskmelon
22.0,71.0,17.7,13.42,23.97,5.41,131.33,kidneybeans
7.9,140.8,203.3,20.82,87.77,5.91,65.58,grapes
11.0,56.2,21.7,30.26,46.67,6.27,49.68,mothbeans
86.2,39.1,26.9,25.42,67.07,6.8,125.45,coffee
52.4,56.9,50.4,34.31,93.19,6.94,157.46,papaya
60.5,48.3,16.9,28.28,51.6,6.48,63.69,maize
23.0,47.6,24.2,33.51,53.01,7.06,43.0,mothbeans
14.9,24.2,36.6,31.84,46.81,5.99,74.57,mango
102.9,35.6,14.2,28.17,79.89,6.28,53.24,cotton
56.2,59.4,52.3,34.42,94.86,7.16,175.1,papaya
14.0,16.7,42.1,21.18,94.02,6.71,130.46,pomegranate
114.5,48.4,33.4,20.8,62.38,6.37,56.7,wheat
22.3,16.3,6.2,21.46,87.71,8.17,113.35,orange
27.3,27.6,50.9,22.33,91.84,6.09,88.06,pomegranate
22.6,21.3,36.9,23.0,87.33,6.17,113.13,pomegranate
84.1,19.0,58.1,28.32,88.18,6.0,34.44,muskmelon
79.2,23.7,49.9,24.61,92.28,6.87,17.93,muskmelon
93.5,74.7,34.9,31.65,76.46,5.54,89.7,banana
19.1,20.3,10.0,26.66,93.28,6.84,99.58,orange
105.1,51.4,40.0,16.2,67.91,6.73,54.4,wheat
96.3,65.9,41.3,25.45,80.38,6.48,106.29,banana
14.8,43.8,15.3,26.17,76.26,6.45,59.18,mungbean
15.1,125.4,207.2,23.06,92.7,5.77,126.96,apple
34.9,61.2,41.0,31.39,98.77,6.04,175.6,papaya
16.8,75.3,26.6,19.27,14.76,5.45,113.68,kidneybeans
120.4,18.7,52.4,25.62,85.0,7.0,44.76,watermelon
91.5,15.8,37.4,21.84,87.01,5.45,23.54,muskmelon
35.7,133.1,203.3,21.69,77.33,5.91,92.77,grapes
20.6,62.7,21.1,33.15,74.76,6.54,58.4,lentil
100.1,63.1,46.6,29.61,79.45,5.6,125.36,banana
10.0,12.1,32.4,30.29,96.71,6.05,178.32,coconut
27.6,53.3,18.9,27.53,87.31,6.85,31.07,mungbean
17.8,19.9,40.8,21.5,86.18,6.56,116.33,pomegranate
133.9,48.3,22.7,24.07,92.94,6.83,70.76,cotton
97.5,47.3,52.2,23.89,50.99,7.03,65.77,wheat
28.4,20.6,7.9,17.35,88.22,6.78,80.28,orange
123.6,33.0,24.9,20.51,59.96,7.38,147.22,coffee
20.9,76.0,15.9,14.98,20.52,5.81,75.6,kidneybeans
90.0,20.4,37.8,24.61,60.05,6.24,171.22,coffee
31.6,78.1,83.5,19.41,17.94,6.87,101.04,chickpea
20.5,10.5,43.0,24.04,90.74,6.68,108.25,pomegranate
18.7,59.3,15.4,22.58,19.72,5.74,95.47,kidneybeans
29.0,57.7,14.6,24.7,71.91,7.24,40.56,lentil
110.0,21.7,48.0,28.12,87.41,6.9,39.58,watermelon
78.0,33.7,39.6,18.77,65.86,6.68,71.08,wheat
11.7,24.4,27.0,20.93,93.22,6.09,86.23,pomegranate
77.9,49.6,21.1,19.43,63.8,5.5,89.39,maize
25.3,17.7,37.7,31.41,96.98,5.55,171.57,coconut
18.9,143.1,183.6,20.57,95.24,6.11,110.63,apple
44.5,58.0,50.6,38.14,97.76,6.88,96.04,papaya
21.2,44.7,19.8,29.74,44.8,5.94,48.7,mothbeans
113.5,40.2,18.9,23.96,78.96,6.59,46.93,cotton
16.5,22.7,6.2,20.09,90.83,6.44,68.99,orange
17.5,32.0,29.3,30.12,56.57,7.21,41.02,mothbeans
100.5,84.4,36.5,29.62,77.9,6.01,112.86,banana
132.8,56.1,20.8,18.1,76.19,7.27,67.8,cotton
99.7,45.0,14.7,26.17,79.3,7.13,78.69,cotton
18.3,48.3,11.4,25.54,48.32,6.29,49.22,mothbeans
46.3,79.2,71.7,18.79,19.55,7.6,88.37,chickpea
60.1,73.7,89.0,18.01,20.57,7.61,64.72,chickpea
23.8,132.6,208.6,23.91,93.58,5.29,100.77,apple
13.8,30.1,31.4,31.52,45.71,5.99,87.72,mango
42.2,69.0,80.5,16.51,16.23,7.79,88.15,chickpea
90.8,17.0,50.3,31.29,95.88,6.49,28.03,muskmelon
26.1,37.3,25.4,27.97,76.86,6.48,44.52,mungbean
17.5,39.3,28.3,27.17,82.4,6.75,56.64,mungbean
34.1,77.7,90.0,18.26,25.29,7.31,76.37,chickpea
17.2,14.7,31.5,28.34,99.12,6.31,136.66,coconut
28.0,114.9,230.2,29.16,80.84,6.73,71.65,grapes
23.4,20.3,27.9,28.27,94.45,6.28,152.26,coconut
27.2,19.1,6.9,15.95,90.65,7.22,90.54,orange
98.4,44.9,35.5,17.48,56.54,6.66,59.25,wheat
85.6,31.0,29.1,26.73,52.56,6.82,136.58,coffee
18.2,22.2,31.2,19.38,90.94,6.43,110.99,pomegranate
86.3,41.5,42.1,18.44,63.88,6.12,49.03,wheat
78.4,59.5,22.1,33.61,63.05,6.59,93.29,maize
18.9,49.7,17.0,26.68,78.35,6.54,30.53,mungbean
90.9,34.3,20.9,20.15,63.78,7.17,149.32,coffee
51.6,50.9,34.2,24.33,79.21,7.09,192.3,rice
14.4,19.9,9.3,27.91,89.85,6.91,88.64,orange
101.2,20.5,32.4,32.54,95.92,6.55,27.87,muskmelon
109.2,47.5,21.2,21.22,75.71,7.4,104.01,cotton
59.5,73.9,70.3,35.14,86.25,7.04,137.79,papaya
